6.548824	440.714706	1531.632353	4386.605882
6.549412	440.964118	1531.310588	4386.606471
6.550588	440.858235	1531.255294	4386.659412
6.551765	440.844118	1531.507647	4386.578824
6.55	440.977647	1531.488824	4386.606471
6.550588	440.893529	1531.453529	4386.632353
6.55	440.922353	1531.310588	4386.488824
6.55	440.902941	1531.507059	4386.489412
6.549412	440.871176	1530.879412	4386.596471
6.549412	440.901176	1530.914706	4386.56
6.548824	440.957647	1531.58	4386.623529
6.55	440.892353	1531.454118	4386.543529
6.55	440.908824	1531.380588	4386.713529
6.55	440.902353	1531.22	4386.623529
6.550588	440.902353	1531.362941	4386.614706
6.55	440.911765	1531.112353	4386.534706
6.545882	440.815294	1530.842941	4386.712941
6.55	440.867647	1531.398824	4386.712353
6.55	440.928235	1531.13	4386.632353
6.55	440.917647	1531.507647	4386.747647
6.550588	440.87	1531.237647	4386.659412
6.55	440.902941	1531.166471	4386.641176
6.555294	440.945294	1530.770588	4386.713529
6.547059	440.922353	1531.076471	4386.730588
6.550588	440.938824	1531.345882	4386.775882
6.549412	440.938824	1531.561176	4386.748824
6.55	440.858824	1531.345294	4386.748824
6.55	440.971176	1531.327059	4386.694706
6.55	440.957647	1531.417059	4386.684706
6.55	440.928235	1531.347059	4386.595882
6.550588	440.751176	1531.201765	4386.765882
6.554706	440.977059	1531.614706	4386.604706
6.55	440.892941	1531.274118	4386.65
6.549412	440.921765	1531.092941	4386.614118
6.550588	440.966471	1531.255882	4386.552353
6.55	440.698824	1531.471765	4386.695294
6.55	440.901765	1531.273529	4386.488235
6.550588	440.948235	1531.201176	4386.471765
6.55	440.941765	1531.470588	4386.489412
6.550588	440.925294	1532.28	4386.453529
6.55	440.904706	1531.165882	4386.498824
6.55	440.9625	1533.734706	4386.475625
6.547647	440.893529	1530.681765	4386.624118
6.55	440.842353	1531.436471	4386.615294
6.550588	440.977647	1531.794118	4386.731176
6.550588	440.792941	1531.184118	4386.516471
6.553529	440.731176	1531.077059	4386.543529
6.550588	440.851176	1531.472353	4386.588824
6.55	440.895882	1531.417059	4386.623529
6.565882	440.809412	1531.076471	4386.811765
6.55	440.876471	1531.417059	4386.765882
6.549412	440.905882	1531.938235	4386.66
6.550588	440.782353	1531.202353	4386.712941
6.550588	440.886471	1531.668824	4386.641765
6.55	440.902353	1531.490588	4386.604706
6.549412	440.960588	1531.866471	4386.668235
6.552353	440.699412	1531.812353	4386.756471
6.55	440.864706	1531.597647	4386.739412
6.55	440.935294	1531.417647	4386.650588
6.551176	440.857647	1531.525882	4386.606471
6.549412	440.786471	1531.704118	4386.642941
6.55	440.944706	1531.147647	4386.685882
6.550588	440.819412	1531.508235	4386.695882
6.551176	440.952941	1531.543529	4386.747647
6.547647	440.934706	1531.722353	4386.738235
6.547059	440.828824	1532.117647	4386.711765
6.55	440.921765	1531.723529	4386.775294
6.55	440.882353	1531.560588	4386.615294
6.55	440.8	1531.561765	4386.704118
6.55	440.915882	1531.327647	4386.560588
6.55	440.873529	1531.382353	4386.66
